feature,1,2,3,4,5,6,7,8,9,10
cl_size_mean,0.0007823114445353983,0.0007382995261619045,0.0008219998511092659,0.0008005904391736184,0.000772855282834776,0.000738288952725777,0.0007776391472002517,0.0007581937395869781,0.0008089417410423323,0.0007395801356946114
cl_size_coeff_variation,0.0005775687737254673,0.0005663600792485726,0.0006620285804359136,0.0006110809786777822,0.0006597008729604262,0.0005712484350435049,0.0006510440920867335,0.000643754248493194,0.0005173863453623831,0.0005569527420676364
cl_size_min,0.0010643090128284402,0.0013199816232070886,0.0015314032807890912,0.0013114010396876174,0.0009698382408310064,0.0013227550644605243,0.0014630489314950816,0.0013941353523237684,0.001186204005520392,0.0011727192894693623
cl_size_max,0.0009466626773354085,0.0008149945232150006,0.0009664663087216018,0.0008720347005084324,0.0010149629097650087,0.0009643362183759695,0.0010621568512671846,0.0009179957658627642,0.0009687490651057269,0.0008910349248660733
cl_size_q90,0.0008860570150458796,0.0007915635857014208,0.0007612378438947285,0.0008543905204862535,0.0009516795636511754,0.0008390790967653849,0.0009976743315168247,0.000717063175539795,0.0008535012918622836,0.0008656903898752167
cl_size_q10,0.00151520703875872,0.001297988970774576,0.0015106240817919347,0.0016202179070230194,0.0014767347220921727,0.0011219916087536102,0.001371609883457583,0.0014136265212738434,0.001212212573348227,0.0015991885595918341
cl_size_q75,0.0006599490000550094,0.000631528989350131,0.0007172995621974744,0.0007058413019016682,0.0006571035600631484,0.0006908754962341104,0.0005930609066930178,0.0005712262872296605,0.000713379095949354,0.0006963578397189307
cl_size_q25,0.0010202083266457398,0.0011159507950541422,0.0011737644155633267,0.0013674921110183008,0.0012033659738794789,0.001173002252594521,0.0012752017733411295,0.0012968582947004165,0.0013206841517619506,0.0012481413791143028
cl_size_q50,0.0009372903106486131,0.0009322757581345638,0.0006907070684914978,0.0009283523729382658,0.0008470586101400139,0.0008717844787493349,0.0009834124804070996,0.0006769465233457759,0.0009484704380542135,0.000740856664280705
SP_bias_mean,0.0008949788524332373,0.0008889223856202962,0.0009249598533804101,0.0009557701517754924,0.0008529504039712298,0.000931908716067969,0.0009083877810140402,0.0009305547229420784,0.0007948393705790555,0.0010557188060148417
SP_bias_coeff_variation,0.0007279879109244685,0.0007828176188034364,0.0006089985874236453,0.0008728013941604598,0.0007918890362653774,0.000731409099629632,0.0006951594529676024,0.0007367739943391068,0.0007552560271974334,0.0007992417873558542
SP_bias_min,0.0006620504047554281,0.0005661150810201497,0.0005255829282350178,0.0005944252792990289,0.0005296619781880963,0.0005616149252100167,0.000600660959749211,0.000543241410005968,0.0004998597331286762,0.0005767764356147926
SP_bias_max,0.0004916850867129058,0.000543595387131993,0.0004834436278707065,0.0005372404397705209,0.00038732012089638136,0.00048394542140319305,0.0004777254802961048,0.0005075362021097603,0.0004315902534110784,0.0005204888905216294
SP_bias_q90,0.0007798623080390862,0.0007909799512638211,0.000875487208392053,0.0008140518624998214,0.0008110488465158098,0.0008981943490379792,0.0009100727758599051,0.0008555685217548805,0.0008682052103636558,0.0008344988043435479
SP_bias_q10,0.0009220273249910518,0.0007822573873777575,0.0006660827420238847,0.0009079185855306682,0.000799763160204239,0.0009221857679458709,0.0007642251051948328,0.0008669956601441341,0.0007587380946997545,0.000723650002962443
SP_bias_q75,0.00123843746649029,0.0010418727618414518,0.0010177146281742475,0.00111700751278918,0.0011036837124228675,0.0008647553873105854,0.0010309507756763986,0.0009010102460338543,0.0009268263889075702,0.0011131386151501488
SP_bias_q25,0.0009109998406106142,0.0009366806294982805,0.0008239209062176423,0.0008969970434250811,0.0010141723957702263,0.0009691203952265482,0.00080398468908569,0.0008217095125427966,0.0006845086692197143,0.0008944501842528908
SP_bias_q50,0.0010247548329729275,0.0010196275638952182,0.0009306683803539174,0.0009067229075678959,0.001025971363454339,0.0009094517296098521,0.0009336451590220573,0.0011021615286527465,0.0010043247787862848,0.0009969388234532107
